DATASET,DATE,TEAMS,VENUE,1Q,2Q,3Q,4Q,OT1,OT2,OT3,OT4,F,MIN,FG,FGA,3P,3PA,FT,FTA,OR,DR,TOT,A,PF,ST,TO,BL,PTS,POSS,PACE,OEFF,DEFF,REST DAYS,STARTING LINEUPS,,,,,MAIN REFEREE,CREW REFEREES,OPENING ODDS,SPREAD,TOTAL,MOVEMENTS,CLOSING,MONEYLINE,HALFTIME,BOX SCORE,ODDS
2007-2008 Regular Season,10/31/07,Washington,Road,23,22,25,33,7,,,,110,265,36,99,6,20,32,45,23,33,56,15,30,6,18,6,110,108.7,98.4,101.2,109.5,3+,G. Arenas , C. Butler , B. Haywood , A. Jamison , D. Stevenson,Joe Crawford,Derrick Stafford,200,1.5,200,-2.5/-3/-2,-1.5,-130,,,
2007-2008 Regular Season,10/31/07,Indiana,Home,28,20,22,33,16,,,,119,265,38,92,13,29,30,36,14,42,56,20,33,12,17,6,119,108.7,98.4,109.5,101.2,3+,I. Diogu , M. Dunleavy , J. Foster , D. Granger , J. Tinsley,,Olandis Poole,-1.5,-1.5,200,204.5/205/204,203.5,110,,Boxscore,Odds
2007-2008 Regular Season,10/31/07,Chicago,Road,21,20,32,23,7,,,,103,265,38,96,8,23,19,26,19,26,45,23,30,7,16,3,103,98.6,89.3,104.5,113.6,3+,L. Deng , B. Gordon , K. Hinrich , T. Thomas , B. Wallace,Sean Corbin,Bennett Salvatore,187.5u10,2,187.5,186.5o08/186.5/186.5o10,187,120,,,
2007-2008 Regular Season,10/31/07,New Jersey,Home,25,31,18,22,16,,,,112,265,33,82,9,24,37,41,14,34,48,24,31,9,17,7,112,98.6,89.3,113.6,104.5,3+,V. Carter , J. Collins , R. Jefferson , J. Kidd , N. Krstic,,Gary Zielinski,-2-07,-2,187.5,-2.5/-2.5-07/-2.5,-1.5,-140,,Boxscore,Odds
2007-2008 Regular Season,10/31/07,Dallas,Road,29,25,24,14,,,,,92,240,33,69,9,18,17,20,5,31,36,23,17,6,16,8,92,85.9,85.9,107.1,86.1,3+,D. Diop , D. Harris , E. Jones , D. Nowitzki , J. Stackhouse,Steve Javie,Marc Davis,-4-05,-4,185.5,-3.5EVEN/-3.5+01/-3.5,-2.5,-145,,,
2007-2008 Regular Season,10/31/07,Cleveland,Home,15,19,25,15,,,,,74,240,28,77,3,12,15,25,16,31,47,13,21,11,15,2,74,85.9,85.9,86.1,107.1,3+,D. Gibson , D. Gooden , L. Hughes , Z. Ilgauskas , L. James,,Ed Malloy,185.5u10,4,185.5,186.5u07/185.5/183.5,184,125,,Boxscore,Odds
2007-2008 Regular Season,10/31/07,Sacramento,Road,24,18,19,29,,,,,90,240,36,81,3,10,15,18,8,26,34,21,27,5,15,3,90,93.1,93.1,96.7,111.8,3+,O. Greene , K. Martin , B. Miller , J. Salmons , K. Thomas,James Capers,Jimmy Clark,192.5u10,10,192.5,189.5/188/190,190.5,400,,,
2007-2008 Regular Season,10/31/07,New Orleans,Home,29,28,30,17,,,,,104,240,39,77,10,21,16,21,11,33,44,23,24,6,19,7,104,93.1,93.1,111.8,96.7,3+,T. Chandler , C. Paul , M. Peterson , P. Stojakovic , D. West,,John Goble,-10-07,-10,192.5,-10-05/-10/-9.5,-9,-500,,Boxscore,Odds
2007-2008 Regular Season,10/31/07,San Antonio,Road,23,29,27,25,,,,,104,240,38,87,12,23,16,22,7,35,42,23,17,8,9,5,104,95.8,95.8,108.5,105.4,B2B,B. Bowen , T. Duncan , M. Finley , F. Oberto , T. Parker,Bill Spooner,Tom Washington,-7  EVEN,-7,198,-6EVEN/-6/-5.5,-6.5,-260,,,
2007-2008 Regular Season,10/31/07,Memphis,Home,26,26,30,19,,,,,101,240,38,80,10,23,15,20,6,36,42,21,19,5,14,6,101,95.8,95.8,105.4,108.5,3+,P. Gasol , R. Gay , D. Milicic , M. Miller , D. Stoudamire,,David Guthrie,198o10,7,198,202o06/201.5/202,200.5,220,,Boxscore,Odds
2007-2008 Regular Season,10/31/07,Seattle,Road,31,27,23,22,,,,,103,240,40,96,7,17,16,27,14,38,52,27,27,9,19,5,103,108.0,108.0,95.4,111.1,3+,N. Collison , K. Durant , E. Watson , C. Wilcox , D. Wilkins,Dan Crawford,Rodney Mott,213.5o10,10.5,213.5,217/217.5/218,217.5,600,,,
2007-2008 Regular Season,10/31/07,Denver,Home,35,24,27,34,,,,,120,240,42,91,11,27,25,35,13,37,50,31,21,11,15,10,120,108.0,108.0,111.1,95.4,3+,C. Anthony , M. Camby , Y. Diawara , A. Iverson , K. Martin,,Eli Roe,-10.5,-10.5,213.5,-11/-11-11/-11,-11.5,-800,,Boxscore,Odds
2007-2008 Regular Season,11/01/07,Detroit,Road,26,22,18,25,,,,,91,240,31,80,6,19,23,30,12,32,44,19,14,11,10,4,91,90.3,90.3,100.8,88.6,3+,A. Afflalo , C. Billups , A. McDyess , T. Prince , R. Wallace,Joe DeRosa,Courtney Kirkland,-1-06,-1,181,-5.5/-5/-4.5,-4,-175,,,
2007-2008 Regular Season,11/01/07,Miami,Home,22,20,20,18,,,,,80,240,33,75,5,12,9,15,5,35,40,15,22,4,17,4,80,90.3,90.3,88.6,100.8,3+,R. Davis , U. Haslem , S. O'Neal , J. Williams , D. Wright,,Matt Boland,181,1,181,181/180.5/180,179.5,155,,Boxscore,Odds
2007-2008 Regular Season,11/01/07,Houston,Road,24,33,21,28,,,,,106,240,39,80,5,16,23,30,9,32,41,19,24,9,14,8,106,96.4,96.4,109.9,98.5,1,R. Alston , S. Battier , C. Hayes , T. McGrady , Y. Ming,Eddie Rush,Bill Kennedy,190.5,2,190.5,192/193/192.5,193,150,,,
2007-2008 Regular Season,11/01/07,Utah,Home,29,20,17,29,,,,,95,240,36,81,3,14,20,29,15,29,44,24,27,6,20,4,95,96.4,96.4,98.5,109.9,1,C. Boozer , R. Brewer , A. Kirilenko , M. Okur , D. Williams,,Pat Fraher,-2-05,-2,190.5,-4+01/-4EVEN/-4,-3.5,-170,,Boxscore,Odds
2007-2008 Regular Season,11/01/07,Phoenix,Road,27,28,24,27,,,,,106,240,42,84,11,33,11,17,5,39,44,31,14,11,19,2,106,107.0,107.0,99.0,92.5,3+,R. Bell , G. Hill , S. Marion , S. Nash , A. Stoudemire,Ron Garretson,Leon Wood,-11  EVEN,-11,223,-10/-10.5/-11.5,-12,-775,,,
2007-2008 Regular Season,11/01/07,Seattle,Home,26,32,24,17,,,,,99,240,41,99,5,13,12,15,11,39,50,24,17,10,18,2,99,107.0,107.0,92.5,99.0,B2B,N. Collison , K. Durant , E. Watson , C. Wilcox , D. Wilkins,,Jason Phillips,223,11,223,224/223.5/224,223,575,,Boxscore,Odds
2007-2008 Regular Season,11/02/07,Milwaukee,Road,18,31,20,30,,,,,99,240,42,87,5,13,10,14,14,30,44,20,32,7,19,8,99,95.0,95.0,104.2,107.4,1,A. Bogut , Y. Jianlian , D. Mason , M. Redd , M. Williams,Scott Foster,Luis Grillo,198u12,3,198,196/196.5/196,196.5,160,,,
2007-2008 Regular Season,11/02/07,Charlotte,Home,24,22,25,31,,,,,102,240,37,76,6,16,22,43,17,24,41,20,23,12,18,7,102,95.0,95.0,107.4,104.2,3+,P. Brezec , R. Felton , E. Okafor , J. Richardson , G. Wallace,,Brian Forte,-3-05,-3,198,-3-05/-3/-3-05,-4-05,-180,,Boxscore,Odds
2007-2008 Regular Season,11/02/07,Detroit,Road,28,36,27,25,,,,,116,240,43,73,7,15,23,30,9,33,42,22,23,6,13,8,116,90.0,90.0,128.9,102.2,B2B,A. Afflalo , C. Billups , A. McDyess , T. Prince , R. Wallace,James Capers,Jimmy Clark,184,2,184,185o10/185u07/185,184.5,145,,,
2007-2008 Regular Season,11/02/07,Orlando,Home,30,25,23,14,,,,,92,240,31,77,8,18,22,33,10,24,34,16,20,5,12,2,92,90.0,90.0,102.2,128.9,1,K. Bogans , D. Howard , R. Lewis , J. Nelson , H. Turkoglu,,Eric Lewis,-2-05,-2,184,-2.5-05/-3-05/-3.5-05,-4-05,-165,,Boxscore,Odds
2007-2008 Regular Season,11/02/07,Miami,Road,22,25,18,20,,,,,85,240,36,96,9,16,4,13,17,38,55,22,15,7,17,9,85,94.9,94.9,89.6,91.7,B2B,R. Davis , U. Haslem , S. O'Neal , J. Williams , D. Wright,Kevin Fehr,Steve Javie,188.5o12,6,188.5,190.5/191/191.5,192.5,230,,,
2007-2008 Regular Season,11/02/07,Indiana,Home,24,24,20,19,,,,,87,240,33,83,7,15,14,21,13,37,50,22,18,9,14,13,87,94.9,94.9,91.7,89.6,1,M. Dunleavy , J. Foster , D. Granger , J. O'Neal , J. Tinsley,,Marc Davis,-6-05,-6,188.5,-7-05/-7.5-05/-7-05,-6-05,-270,,Boxscore,Odds
2007-2008 Regular Season,11/02/07,Toronto,Road,21,35,24,26,,,,,106,240,39,77,13,22,15,16,6,31,37,28,19,10,12,5,106,86.3,86.3,122.9,80.0,1,A. Bargnani , C. Bosh , T. Ford , J. Kapono , A. Parker,Tony Brothers,Mike Callahan,192.5,4,192.5,192.5/191.5/193,193.5,155,,,
2007-2008 Regular Season,11/02/07,New Jersey,Home,21,20,12,16,,,,,69,240,25,68,6,20,13,18,8,26,34,19,22,4,19,6,69,86.3,86.3,80.0,122.9,1,V. Carter , J. Collins , R. Jefferson , J. Kidd , N. Krstic,,Ed Malloy,-4 +10,-4,192.5,-3/-3-05/-3.5-05,-4-05,-175,,Boxscore,Odds
2007-2008 Regular Season,11/02/07,Dallas,Road,19,20,30,25,,,,,94,240,35,80,4,24,20,25,7,31,38,14,25,4,10,10,94,92.3,92.3,101.8,109.4,1,D. Diop , D. Harris , E. Jones , D. Nowitzki , J. Stackhouse,Joe Forte,Phil Robinson,-6-05,-6,192,-5.5/-5.5-05/-6-05,-5.5-05,-250,,,
2007-2008 Regular Season,11/02/07,Atlanta,Home,29,17,22,33,,,,,101,240,36,79,4,15,25,31,14,38,52,20,23,6,15,4,101,92.3,92.3,109.4,101.8,3+,A. Horford , A. Johnson , J. Johnson , J. Smith , M. Williams,,Derrick Collins,192,6,192,192,191,210,,Boxscore,Odds
2007-2008 Regular Season,11/02/07,New York,Road,34,20,26,26,,,,,106,240,42,91,8,15,14,23,15,28,43,20,22,5,11,5,106,91.9,91.9,115.3,119.7,3+,J. Crawford , E. Curry , S. Marbury , Z. Randolph , Q. Richardson,Bennett Salvatore,Bill Spooner,186.5,7.5,186.5,,186.5,210,,,
2007-2008 Regular Season,11/02/07,Cleveland,Home,32,23,20,35,,,,,110,240,38,81,12,22,22,31,13,26,39,18,22,5,13,8,110,91.9,91.9,119.7,115.3,1,D. Gibson , D. Gooden , L. Hughes , Z. Ilgauskas , L. James,,Gary Zielinski,-7.5 +11,-7.5,186.5,-5.5/-5.5-05/-5-05,-6-05,-250,,Boxscore,Odds
2007-2008 Regular Season,11/02/07,Washington,Road,18,18,21,26,,,,,83,240,28,80,0,16,27,35,14,31,45,11,23,6,20,5,83,97.1,97.1,85.5,106.0,1,G. Arenas , C. Butler , B. Haywood , A. Jamison , D. Stevenson,Dick Bavetta,Sean Corbin,204.5,7.5,204.5,204/204.5/204,205,280,,,
2007-2008 Regular Season,11/02/07,Boston,Home,21,37,21,24,,,,,103,240,39,81,7,21,18,27,10,36,46,20,24,10,15,6,103,97.1,97.1,106.0,85.5,3+,R. Allen , K. Garnett , K. Perkins , P. Pierce , R. Rondo,,Leroy Richardson,-7.5-05,-7.5,204.5,-7-05/-6.5-05/-7-05,-7.5-05,-340,,Boxscore,Odds
2007-2008 Regular Season,11/02/07,Denver,Road,21,28,25,25,,,,,99,240,34,73,3,14,28,38,9,40,49,21,17,7,18,9,99,97.0,97.0,102.1,93.8,1,C. Anthony , M. Camby , Y. Diawara , A. Iverson , K. Martin,Violet Palmer,Tom Washington,-8.5 +05,-8.5,209,-8.5-05/-9-05/-8.5-05,-8-05,-430,,,
2007-2008 Regular Season,11/02/07,Minnesota,Home,27,25,25,14,,,,,91,240,35,88,7,22,14,19,9,31,40,23,28,12,12,4,91,97.0,97.0,93.8,102.1,3+,R. Gomes , A. Jefferson , R. McCants , T. Ratliff , S. Telfair,,Mark Lindsay,209,8.5,209,209/208.5,208,335,,Boxscore,Odds
2007-2008 Regular Season,11/02/07,Portland,Road,21,28,15,29,,,,,93,240,40,83,6,13,7,10,9,21,30,23,18,4,13,1,93,87.6,87.6,106.1,128.9,2,L. Aldridge , J. Jack , J. Przybilla , B. Roy , M. Webster,Bob Delaney,Derrick Stafford,198,8,198,200/201/201.5,202.5,260,,,
2007-2008 Regular Season,11/02/07,New Orleans,Home,31,26,30,26,,,,,113,240,44,78,11,25,14,16,8,32,40,21,20,7,11,3,113,87.6,87.6,128.9,106.1,1,T. Chandler , C. Paul , M. Peterson , P. Stojakovic , D. West,,David Guthrie,-8-08,-8,198,-8/-8-05/-7.5-05,-7-05,-320,,Boxscore,Odds
2007-2008 Regular Season,11/02/07,Philadelphia,Road,28,14,29,25,,,,,96,240,35,83,1,11,25,34,18,37,55,18,22,9,20,7,96,94.7,94.7,101.4,89.8,1,S. Dalembert , R. Evans , W. Green , A. Iguodala , A. Miller,Joe Crawford,Monty McCutchen,189,9.5,189,189,189.5,400,,,
2007-2008 Regular Season,11/02/07,Chicago,Home,20,21,20,24,,,,,85,240,33,86,7,24,12,19,12,24,36,18,23,11,15,7,85,94.7,94.7,89.8,101.4,1,L. Deng , B. Gordon , K. Hinrich , T. Thomas , B. Wallace,,Olandis Poole,-9.5 +10,-9.5,189,-9/-9-05/-8.5-05,-9.5-05,-500,,Boxscore,Odds
2007-2008 Regular Season,11/02/07,Sacramento,Road,10,13,31,26,,,,,80,240,29,75,2,12,20,26,6,29,35,15,17,7,14,5,80,91.9,91.9,87.0,104.4,1,O. Greene , K. Martin , B. Miller , J. Salmons , K. Thomas,Ken Mauer,Scott Wall,190.5,14.5,190.5,189/190.5/191.5,192,,,,
2007-2008 Regular Season,11/02/07,San Antonio,Home,17,33,21,25,,,,,96,240,31,75,12,27,22,25,11,39,50,24,26,8,19,5,96,91.9,91.9,104.4,87.0,3IN4,B. Bowen , T. Duncan , M. Finley , F. Oberto , T. Parker,,Zach Zarba,-14.5-02,-14.5,190.5,-14.5-02/-14.5,-14.5-05,,,Boxscore,Odds
2007-2008 Regular Season,11/02/07,Golden State,Road,27,34,29,24,,,,,114,240,44,94,7,28,19,25,11,25,36,23,23,7,10,6,114,100.9,100.9,113.0,119.0,2,K. Azubuike , A. Biedrins , B. Davis , M. Ellis , M. Pietrus,Dan Crawford,Rodney Mott,209,2.5,209,208.5/209/209.5,210,115,,,
2007-2008 Regular Season,11/02/07,LA Clippers,Home,35,26,31,28,,,,,120,240,41,85,7,18,31,36,15,38,53,28,21,5,18,6,120,100.9,100.9,119.0,113.0,3+,S. Cassell , C. Kaman , C. Maggette , R. Patterson , Q. Ross,,Eli Roe,-2.5-15,-2.5,209,-2.5-12/-2.5/-2.5-05,-2-05,-135,,Boxscore,Odds
2007-2008 Regular Season,11/02/07,LA Lakers,Road,33,30,32,24,,,,,119,240,48,85,8,13,15,20,11,43,54,24,20,8,20,2,119,100.2,100.2,118.7,97.8,2,K. Brown , K. Bryant , D. Fisher , R. Turiaf , L. Walton,Eddie Rush,Bill Kennedy,217,10,217,217/215.5,215,320,,,
2007-2008 Regular Season,11/02/07,Phoenix,Home,20,30,17,31,,,,,98,240,37,87,9,28,15,22,9,25,34,20,16,10,13,9,98,100.2,100.2,97.8,118.7,B2B,R. Bell , G. Hill , S. Marion , S. Nash , A. Stoudemire,,Pat Fraher,-10-05,-10,217,-9.5-05/-9-05/-8-05,-8.5-05,-400,,Boxscore,Odds
2007-2008 Regular Season,11/03/07,New Jersey,Road,17,21,29,26,,,,,93,240,33,80,8,17,19,25,12,35,47,24,24,7,16,5,93,93.3,93.3,99.6,94.3,3IN4-B2B,V. Carter , J. Collins , R. Jefferson , J. Kidd , N. Krstic,Scott Foster,Phil Robinson,-2.5-05,-2.5,187,-2.5/-2/-2.5,-3,-150,,,
2007-2008 Regular Season,11/03/07,Philadelphia,Home,19,15,23,31,,,,,88,240,32,81,3,15,21,32,12,32,44,15,24,8,14,4,88,93.3,93.3,94.3,99.6,3IN4-B2B,S. Dalembert , R. Evans , W. Green , A. Iguodala , A. Miller,,Courtney Kirkland,187,2.5,187,186.5/186/187,186.5,130,,Boxscore,Odds
2007-2008 Regular Season,11/03/07,Orlando,Road,19,31,14,30,,,,,94,240,33,77,10,30,18,21,9,37,46,21,19,6,13,4,94,89.9,89.9,104.6,91.2,3IN4-B2B,K. Bogans , D. Howard , R. Lewis , J. Nelson , H. Turkoglu,Tony Brothers,Mike Callahan,199.5,2.5,199.5,199.5u12/199.5/199,198,115,,,
2007-2008 Regular Season,11/03/07,Washington,Home,18,24,25,15,,,,,82,240,31,89,6,23,14,20,18,32,50,15,20,7,15,6,82,89.9,89.9,91.2,104.6,3IN4-B2B,G. Arenas , C. Butler , B. Haywood , A. Jamison , D. Stevenson,,Ed Malloy,-2.5  EVEN,-2.5,199.5,-2/-2.5/-2,-1,-135,,Boxscore,Odds
2007-2008 Regular Season,11/03/07,Indiana,Road,40,32,22,27,,,,,121,240,47,89,4,18,23,27,10,30,40,23,38,9,17,3,121,106.6,106.6,113.5,104.1,3IN4-B2B,M. Dunleavy , J. Foster , D. Granger , J. O'Neal , J. Tinsley,Joe Forte,Michael Smith,211.5,2.5,211.5,211/211.5/211,211.5,180,,,
2007-2008 Regular Season,11/03/07,Memphis,Home,31,30,26,24,,,,,111,240,32,66,10,27,37,51,6,31,37,20,28,5,27,3,111,106.6,106.6,104.1,113.5,2,P. Gasol , R. Gay , D. Milicic , M. Miller , D. Stoudamire,,Sean Wright,-2.5-05,-2.5,211.5,-5/-5.5/-5,-5.5,-220,,Boxscore,Odds
2007-2008 Regular Season,11/03/07,Chicago,Road,19,16,13,24,,,,,72,240,27,77,5,21,13,17,10,35,45,19,25,4,19,5,72,89.0,89.0,80.9,87.6,3IN4-B2B,L. Deng , B. Gordon , K. Hinrich , T. Thomas , B. Wallace,Violet Palmer,Leroy Richardson,-2.5-05,-2.5,194,-2.5-05/-2.5/-3,-4,-175,,,
2007-2008 Regular Season,11/03/07,Milwaukee,Home,20,12,24,22,,,,,78,240,25,76,5,16,23,28,13,34,47,16,21,8,15,5,78,89.0,89.0,87.6,80.9,3IN4-B2B,A. Bogut , Y. Jianlian , D. Mason , M. Redd , M. Williams,,Tom Washington,194,2.5,194,194u12/194/193.5,193,155,,Boxscore,Odds
2007-2008 Regular Season,11/03/07,Portland,Road,12,19,15,34,,,,,80,240,31,76,2,10,16,17,10,34,44,11,18,3,18,4,80,89.2,89.2,89.7,99.8,B2B,L. Aldridge , J. Jack , J. Przybilla , B. Roy , M. Webster,Ken Mauer,Scott Wall,201.5,12,201.5,204.5/204/203.5,203,,,,
2007-2008 Regular Season,11/03/07,Houston,Home,25,21,16,27,,,,,89,240,36,91,6,22,11,15,15,32,47,23,18,8,10,0,89,89.2,89.2,99.8,89.7,1,R. Alston , S. Battier , C. Hayes , T. McGrady , Y. Ming,,Zach Zarba,-12-05,-12,201.5,-12/-11.5/-12,-11.5,,,Boxscore,Odds
2007-2008 Regular Season,11/03/07,Sacramento,Road,25,31,27,19,,,,,102,240,35,70,3,7,29,32,11,16,27,14,21,8,15,0,102,86.4,86.4,118.0,142.3,3IN4-B2B,F. Garcia , K. Martin , B. Miller , M. Moore , J. Salmons,Mark Wunderlich,Derek Richardson,189.5,14.5,189.5,189.5/188.5,189,,,,
2007-2008 Regular Season,11/03/07,Dallas,Home,37,36,28,22,,,,,123,240,45,69,7,14,26,29,7,24,31,29,22,5,14,5,123,86.4,86.4,142.3,118.0,3IN4-B2B,J. Barea , D. Diop , J. Howard , E. Jones , D. Nowitzki,,Tony Brown,-14.5-05,-14.5,189.5,-14.5-05/-14.5/-15,-15.5,,,Boxscore,Odds
2007-2008 Regular Season,11/03/07,Golden State,Road,28,18,35,29,,,,,110,240,40,79,13,31,17,24,11,19,30,23,25,10,20,3,110,96.0,96.0,114.6,138.6,B2B,K. Azubuike , A. Biedrins , B. Davis , A. Harrington , M. Pietrus,Jack Nies,Bennie Adams,213,8.5,213,213.5/214/214.5,215,400,,,
2007-2008 Regular Season,11/03/07,Utah,Home,29,36,29,39,,,,,133,240,51,81,12,16,19,28,12,26,38,36,21,9,16,3,133,96.0,96.0,138.6,114.6,1,C. Boozer , R. Brewer , A. Kirilenko , M. Okur , D. Williams,,Tommy Nunez Jr.,-8.5-12,-8.5,213,-8.5-12/-8.5/-9,-9.5,-500,,Boxscore,Odds
2007-2008 Regular Season,11/04/07,Boston,Road,23,15,28,12,20,,,,98,265,34,77,12,26,18,21,8,34,42,21,28,7,17,3,98,94.7,85.8,103.5,100.3,1,R. Allen , K. Garnett , K. Perkins , P. Pierce , R. Rondo,Luis Grillo,Bennett Salvatore,191.5,2.5,191.5,193.5/194/194.5,194,,,,
2007-2008 Regular Season,11/04/07,Toronto,Home,14,17,24,23,17,,,,95,265,33,90,10,25,19,24,12,30,42,17,23,7,13,6,95,94.7,85.8,100.3,103.5,1,A. Bargnani , C. Bosh , T. Ford , J. Kapono , A. Parker,,Gary Zielinski,-2.5-05,-2.5,191.5,-2/-1/-1.5,-1,,,Boxscore,Odds
2007-2008 Regular Season,11/04/07,Seattle,Road,21,31,24,25,,,,,101,240,39,83,5,13,18,22,10,37,47,25,24,6,22,4,101,102.8,102.8,98.3,111.9,2,N. Collison , K. Durant , E. Watson , C. Wilcox , D. Wilkins,Eddie Rush,Bill Kennedy,210.5,6,210.5,211/210.5/210,209,220,,,
2007-2008 Regular Season,11/04/07,LA Clippers,Home,25,27,26,37,,,,,115,240,41,89,7,18,26,34,12,36,48,25,22,14,12,5,115,102.8,102.8,111.9,98.3,1,S. Cassell , C. Kaman , C. Maggette , Q. Ross , T. Thomas,,Pat Fraher,-6-05,-6,210.5,-6-08/-6/-6.5,-6,-260,,Boxscore,Odds
2007-2008 Regular Season,11/04/07,Minnesota,Road,28,22,23,20,,,,,93,240,39,87,9,17,6,10,14,27,41,14,31,5,13,5,93,86.2,86.2,107.9,112.6,1,R. Gomes , A. Jefferson , R. McCants , T. Ratliff , S. Telfair,Joe DeRosa,Courtney Kirkland,192.5,9.5,192.5,193.5/193/193.5,193,335,,,
2007-2008 Regular Season,11/04/07,New York,Home,21,33,21,22,,,,,97,240,31,65,5,14,30,39,8,26,34,18,16,5,14,0,97,86.2,86.2,112.6,107.9,1,J. Crawford , E. Curry , S. Marbury , Z. Randolph , Q. Richardson,,Matt Boland,-9.5-05,-9.5,192.5,-9/-8.5/-9,-8.5,-430,,Boxscore,Odds
2007-2008 Regular Season,11/04/07,Charlotte,Road,27,28,20,15,,,,,90,240,32,69,8,18,18,22,9,31,40,19,24,8,18,1,90,85.5,85.5,105.2,102.9,1,P. Brezec , R. Felton , E. Okafor , J. Richardson , G. Wallace,James Capers,Jimmy Clark,186,3,186,186/185.5/185,186,140,,,
2007-2008 Regular Season,11/04/07,Miami,Home,27,21,15,25,,,,,88,240,33,75,2,12,20,26,12,28,40,19,18,6,12,4,88,85.5,85.5,102.9,105.2,3IN4,R. Davis , U. Haslem , S. O'Neal , J. Williams , D. Wright,,Eric Lewis,-3-20,-3,186,-3/-3.5/-3,-3.5,-160,,Boxscore,Odds
2007-2008 Regular Season,11/04/07,Atlanta,Road,19,29,21,22,,,,,91,240,33,72,4,10,21,26,12,29,41,15,16,8,19,7,91,88.2,88.2,103.2,104.4,1,A. Horford , J. Johnson , T. Lue , J. Smith , M. Williams,Kevin Fehr,Steve Javie,190,8,190,190/191,191.5,310,,,
